record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089579097","546667504","-949817148","7975.84","2.258","332.79999999999995","27","1","122","22.13",
"1089579098","546667646","-949816894","7977.93","2.23","333.0","27","1","122","22.13",
"1089579099","546667802","-949816663","7980.0","2.165","333.20000000000005","27","1","123","22.13",
"1089579100","546667968","-949816440","7982.13","2.137","333.6","27","1","124","22.13",
"1089579101","546668125","-949816207","7984.29","2.109","333.79999999999995","27","1","124","22.23",
"1089579102","546668253","-949815961","7986.18","2.081","334.20000000000005","27","1","125","22.23",
"1089579103","546668398","-949815709","7988.35","2.053","334.4","27","1","126","22.23",
"1089579104","546668542","-949815480","7990.42","1.997","334.6","27","1","127","22.23",
"1089579105","546668676","-949815264","7992.2","2.043","335.0","27","1","127","22.23",
"1089579106","546668807","-949815034","7994.09","2.006","335.20000000000005","27","1","127","22.23",
"1089579107","546668933","-949814772","7996.25","2.053","335.79999999999995","27","1","128","22.7",
"1089579108","546669061","-949814535","7998.07","2.09","336.0","27","1","128","22.7",
"1089579109","546669212","-949814296","8000.13","2.043","336.20000000000005","27","1","129","22.7",
"1089579110","546669355","-949814027","8002.27","2.034","336.6","27","1","129","22.7",
"1089579111","546669510","-949813780","8004.53","2.025","336.79999999999995","27","1","129","22.7",
"1089579112","546669663","-949813585","8006.53","1.997","337.20000000000005","27","1","130","23.0",
"1089579113","546669800","-949813375","8008.46","1.969","337.4","27","1","131","23.0",
"1089579114","546669916","-949813128","8010.53","1.95","337.6","27","1","131","23.0",
"1089579115","546670039","-949812921","8012.18","1.987","338.0","27","1","132","23.0",
"1089579116","546670163","-949812652","8014.33","2.071","338.20000000000005","27","1","133","22.81",
"1089579117","546670265","-949812372","8016.36","2.118","338.6","27","1","134","22.81",
"1089579118","546670384","-949812103","8018.59","2.137","338.79999999999995","27","1","134","22.81",
"1089579119","546670521","-949811892","8020.52","2.109","339.0","27","1","135","22.81",
"1089579120","546670648","-949811695","8022.14","2.127","339.4","27","1","136","22.81",
"1089579121","546670744","-949811455","8023.81","2.137","339.79999999999995","27","1","136","22.81",
"1089579122","546670860","-949811187","8025.68","2.193","340.0","27","1","136","22.69",
"1089579123","546670991","-949810882","8028.18","2.127","340.4","27","1","137","22.69",
"1089579124","546671098","-949810604","8030.34","2.174","340.6","27","1","137","22.69",
"1089579125","546671198","-949810345","8032.13","2.202","340.79999999999995","27","1","138","22.69",
"1089579126","546671334","-949810059","8034.4","2.379","341.20000000000005","27","1","139","22.69",
"1089579127","546671491","-949809787","8036.62","2.417","341.4","27","1","139","24.57",
"1089579128","546671631","-949809461","8038.99","2.454","341.79999999999995","27","1","140","24.57",
"1089579129","546671800","-949809103","8041.75","2.715","342.0","27","1","141","24.57",
"1089579130","546671993","-949808758","8044.72","2.762","342.20000000000005","27","1","141","24.57",
"1089579131","546672177","-949808434","8047.7","2.734","342.6","27","1","141","24.57",
"1089579132","546672354","-949808094","8050.46","2.902","343.0","27","1","142","24.57",
"1089579133","546672541","-949807729","8053.62","2.976","343.20000000000005","27","1","143","31.2",
"1089579134","546672715","-949807401","8056.27","3.042","343.4","27","1","143","31.2",
"1089579135","546672891","-949807029","8059.22","3.2","343.79999999999995","27","1","144","31.2",
"1089579136","546673089","-949806654","8062.19","3.322","344.0","27","1","144","31.2",
"1089579137","546673315","-949806250","8065.68","3.452","344.20000000000005","27","1","145","31.2",
"1089579138","546673556","-949805842","8069.07","3.704","344.4","27","1","145","31.43",
"1089579139","546673840","-949805428","8072.88","3.966","344.6","27","1","146","31.43",
"1089579140","546674145","-949805040","8076.8","3.9","345.0","27","1","146","31.43",
"1089579141","546674400","-949804607","8080.56","3.639","345.20000000000005","27","1","146","31.43",
"1089579142","546674662","-949804141","8084.57","4.003","345.4","27","1","147","31.43",
"1089579143","546674944","-949803704","8088.7","4.301","345.79999999999995","27","1","147","31.19",
"1089579144","546675270","-949803319","8092.28","4.591","346.0","27","1","147","31.19",
"1089579145","546675612","-949802893","8095.86","4.749","346.20000000000005","27","1","146","31.19",
"1089579146","546676021","-949802417","8101.06","4.861","346.4","27","1","146","31.19",
"1089579147","546676406","-949802025","8105.46","4.432","346.4","27","1","146","31.19",
"1089579148","546676803","-949801568","8109.89","4.647","346.6","27","1","145","32.21",
"1089579149","546677200","-949801091","8114.13","4.581","346.79999999999995","27","1","145","32.21",
